Iteration,IfCounter,ModuloCounter,BooleanMulCounter,BooleanWrapCounter
986,6800,17700,4400,4400
987,6300,17700,4400,4300
988,6300,17600,4400,4300
989,6200,17600,4400,4300
990,6300,17600,4400,4400
991,6500,17700,4400,4400
992,6300,17700,4400,4400
993,6400,17700,4400,4400
994,6200,17700,4400,4400
995,6300,17600,4400,4400
996,6600,17600,4400,4400
997,6400,18400,4400,4400
998,6300,17700,4400,4400
999,6300,17700,4400,4400
1000,6300,17700,4400,4400
1001,6300,17800,4400,4400
1002,6300,17700,4400,4400
1003,6400,17700,4400,4400
1004,6300,17600,4400,4400
1005,6500,17700,4400,4400
1006,6300,17700,4400,4400
1007,6300,17700,4400,4400
1008,6300,17700,4400,4400
1009,6300,17700,4400,4400
1010,6300,17700,4400,4400
1011,6300,19700,4400,4400
1012,6300,17700,4400,4400
1013,6300,17700,4400,4400
1014,6400,17800,4400,5200
1015,6200,17700,4400,4400
1016,6300,17700,4400,4400
1017,6300,17700,4400,4400
1018,6300,19300,4400,4400
1019,6300,18100,4400,4400
1020,6400,19300,4400,4400
1021,6400,17700,4300,4400
1022,7500,19500,4300,4400
1023,6300,18100,4300,4400
1024,6300,18600,4400,4400
1025,6300,18100,4400,4400
1026,6300,44000,4400,4400
1027,6300,18100,4300,4400
1028,6300,18000,4300,4300
1029,6300,18900,4300,4300
1030,6300,17700,5100,4400
1031,6300,17700,4300,4400
1032,6300,17600,4300,4400
1033,6300,17600,4300,4400
1034,6300,17600,4400,4300
1035,6300,17700,4400,4300
1036,6300,17700,4400,4300
1037,6200,17700,4300,4300
1038,6300,17700,4300,4300
1039,6300,17600,4400,4300
1040,6300,17600,4400,4300
1041,6300,19100,4400,4300
1042,6300,17700,4400,4400
1043,6300,17700,4400,4300
1044,6300,17800,4400,4300
1045,6300,17700,4400,4300
1046,6300,17700,4400,4300
1047,6300,17700,4400,4400
1048,6300,17700,4400,4400
1049,6300,17700,4400,4400
1050,6300,17700,4400,4400
1051,6300,17700,4400,4400
1052,6200,17700,4400,4400
1053,6300,17700,4400,4400
1054,6300,17700,4400,4400
1055,6300,17800,4400,4400
1056,6300,18500,4400,4400
1057,6300,17800,4400,4400
1058,6200,17700,4400,4400
1059,6300,17800,4400,4400
1060,6300,17700,4400,4400
1061,6300,17800,4400,4400
1062,6300,17700,4400,4400
1063,6300,17700,4400,4400
1064,6300,17800,4400,4400
1065,6300,17700,4400,4400
1066,6400,17700,4400,4400
1067,6300,17700,4400,4400
1068,6300,17700,4400,4400
1069,6300,17600,4400,4400
1070,6300,18400,4400,4400
1071,6400,17700,4400,4400
1072,6300,17700,4400,4400
1073,6300,17700,4400,5200
1074,6300,17700,4400,4400
1075,6400,17700,4400,4400
1076,6300,17600,4400,4300
1077,6300,17600,4400,4300
1078,6300,17600,4300,4300
1079,6300,17700,4300,4300
1080,6300,17700,4400,4300
1081,7700,18100,4400,4400
1082,6300,17700,4400,4300
1083,6300,17600,4400,4300
1084,6300,17600,4300,4400
1085,6300,18400,4300,4300
1086,6300,17600,4300,4300
1087,6200,17700,4300,4300
1088,6300,17700,4400,4300
1089,6300,17800,5300,4300
1090,6300,17700,4400,4400
1091,6300,17700,4400,4400
1092,6300,17700,4400,4400
1093,6300,17700,4400,4400
1094,6300,17700,4400,4400
1095,6300,17700,4400,4400
1096,6300,17700,4400,4400
1097,6300,17700,4300,4400
1098,6300,17700,4400,4400
1099,6400,17700,4400,4400
1100,6300,18500,4400,4400
1101,6300,17700,4400,4400
1102,6200,17700,4400,4400
1103,6300,17700,4400,4400
1104,6300,17700,4400,4400
1105,6300,17700,4400,4400
1106,6300,17800,4400,4400
1107,6300,17700,4400,4400
1108,6300,17700,4400,4400
1109,6300,17700,4400,4400
1110,6300,17700,4400,4400
1111,6300,17700,4300,4400
1112,6300,17700,4400,4400
1113,6300,17800,4400,4400
1114,6400,17700,4400,4400
1115,6300,18500,4400,4400
1116,6300,17700,4400,4800
1117,6200,17700,4400,4400
1118,6300,17700,4400,4300
1119,6300,17700,4400,4300
1120,6300,17700,4400,4300
1121,6300,17700,4400,4300
1122,6300,17700,4400,4300
1123,6300,17700,4400,4300
1124,6300,17800,4400,4300
1125,6300,17700,4400,4400
1126,6200,17800,4400,4300
1127,6300,17700,4300,4300
1128,6300,17700,4300,4300
1129,6400,18500,4300,4300
1130,6300,17700,4300,4300
1131,6300,17800,4300,4300
1132,6200,17700,4400,4400
1133,6300,17800,4400,5200
1134,6300,17700,4400,4400
1135,6300,17800,4400,4400
1136,6300,17700,4400,4400
1137,6300,18100,4400,4400
1138,6300,17700,4400,4400
1139,6300,17700,4400,4400
1140,6300,17700,4400,4400
1141,7500,17800,4400,4400
1142,6900,17700,4400,4400
1143,6300,17700,4400,4400
1144,6300,18400,4400,4400
1145,6200,17700,4400,4400
1146,6300,17700,4300,4400
1147,6300,17700,4300,4400
1148,6300,17700,5100,4400
1149,6300,17600,4300,4400
1150,6300,17600,4300,4400
1151,6200,17600,4300,4400
1152,6300,17700,4400,4400
1153,6300,17700,4400,4400
1154,6300,17700,4400,4400
1155,6300,17600,4400,4400
1156,6300,17600,4400,4400
1157,6300,17700,4400,4400
1158,6300,17700,4400,4400
1159,6300,18500,4400,4400
1160,6300,17600,4400,4400
1161,6400,17600,4400,4400
1162,6300,17700,4300,4400
1163,6400,17700,4300,4400
1164,6300,17700,4300,4400
1165,6300,17600,4400,4400
1166,6200,17600,4400,4400
1167,6300,17700,4400,4400
1168,6300,17700,4400,4400
1169,6300,17700,4400,4300
1170,6300,17600,4400,4300
1171,6300,17600,4400,4300
1172,6300,17600,4400,4400
1173,6300,17700,4400,4400
1174,6300,18500,4400,4400
1175,6200,17700,4400,4300
1176,6300,17800,4300,4300
1177,6300,17700,4300,4300
1178,6400,17700,4300,4300
1179,6300,17700,4400,4300
1180,6300,17800,4800,4300
1181,6200,17700,4400,4300
1182,6400,17700,4400,4300
1183,6300,17600,4400,4400
1184,6300,17700,4400,4400
1185,6300,17700,4400,4300
1186,6300,17700,4400,4300
1187,6300,17700,4400,4300
1188,6300,18500,4400,4400
1189,6300,17700,4400,4400
1190,6300,17700,4400,4400
1191,6300,17800,4400,4400
1192,6300,17700,4300,5100
1193,6300,18200,4300,4300
1194,6300,17800,4400,4300
1195,6300,17700,4300,4300
1196,6300,17800,4300,4400
1197,6300,17700,4400,4400
1198,6300,17800,4400,4400
1199,6300,17700,4400,4400
1200,8200,17700,4400,4400
1201,6300,17700,4400,4400
1202,6300,17700,4400,4400
1203,6300,18500,4400,4400
1204,6300,17700,4400,4400
1205,6300,17700,4400,4400
1206,6300,17700,4400,4400
1207,6300,17700,4400,4400
1208,6300,17800,5200,4400
1209,6200,17700,4400,4400
1210,6300,17800,4400,4400
1211,6400,17700,4400,4400
1212,6300,17800,4400,4400
1213,6300,17700,4400,4400
1214,6300,17800,4400,4400
1215,6300,17700,4400,4400
1216,6300,17600,4400,4400
1217,6300,17700,4400,4400
1218,6300,18500,4400,4400
1219,6200,17800,4400,4400
1220,6300,17700,4400,4400
1221,6300,17700,4400,4400
1222,6300,17700,4400,4400
1223,6300,17700,4400,4400
1224,6300,17700,4400,4400
1225,6300,17700,4400,4400
1226,6300,17700,4300,4400
1227,6300,17700,4300,4400
1228,6300,17700,4400,4400
1229,6300,17800,4400,4400
1230,6300,17700,4400,4400
1231,6300,17700,4400,4400
1232,6300,17700,4300,4300
1233,6300,18500,4300,4300
1234,6200,17600,4300,4300
1235,6300,17600,4300,4300
1236,6300,17600,4300,4300
1237,6400,17600,4400,4400
1238,6300,17700,4300,4300
1239,6300,17700,4400,4300
1240,6300,17700,4400,4300
1241,6300,17600,4400,4300
1242,6300,17600,4300,4300
1243,6300,17600,4300,4300
1244,6300,17600,4300,4300
1245,6300,17700,4400,4300
1246,6300,17700,4400,4400
1247,6300,18500,4400,4400
1248,6300,17700,4400,4400
1249,6200,18200,4400,4300
1250,6300,17700,4400,4300
1251,6300,17700,4400,5100
1252,6300,17700,4400,4300
1253,6300,17700,4400,4400
1254,6300,17800,4400,4400
1255,6200,17700,4400,4400
1256,6300,17800,4400,4400
1257,6300,17700,4400,4400
1258,6300,17800,4400,4400
1259,7700,17700,4400,4400
1260,6300,17700,4400,4400
1261,6300,17700,4400,4400
1262,6300,18500,4400,4400
1263,6300,17700,4300,4400
1264,6300,17700,4300,4400
1265,6300,17600,4400,4400
1266,6300,17800,4300,4400
1267,6300,17700,5100,4400
1268,6200,17800,4400,4400
1269,6300,17700,4300,4400
1270,6300,17800,4300,4400
1271,6300,17700,4300,4400
1272,6300,17700,4300,4400
1273,6300,17700,4400,4400
1274,6300,17700,4400,4400
1275,6300,17700,4400,4400
1276,6300,17700,4400,4400
1277,6300,18500,4400,4400
1278,6300,17600,4400,4400
1279,6300,17600,4400,4400
1280,6300,17700,4400,4400
1281,6300,17700,4400,4400
1282,6300,17700,4400,4300
1283,6300,17700,4400,4300
1284,6200,17700,4400,4300
1285,6300,17600,4400,4400
1286,6300,17600,4400,4400
1287,6300,17700,4400,4400
1288,6300,17700,4400,4300
1289,6300,17700,4400,4300
1290,6300,17600,4400,4300
1291,6300,17600,4400,4300
1292,6300,18400,4400,4300
1293,6300,17700,4400,4300
1294,6300,17800,4400,4400
1295,6300,17700,4400,4400
1296,6300,17700,4400,4400
1297,6300,17700,4400,4400
1298,6900,17800,4400,4400
1299,6300,17600,4400,4400
1300,6300,17600,4400,4400
1301,6300,17600,4400,4400
1302,6300,17700,4400,4400
1303,6300,17700,4300,4400
1304,6300,17600,4300,4400
1305,6400,18100,4300,4400
1306,6300,18400,4300,4400
1307,6300,17700,4300,4400
1308,6300,17700,4300,4400
1309,6300,17800,4300,4400
1310,6300,17700,4400,4400
1311,6300,17700,4400,5200
1312,6300,17700,4400,4400
1313,6300,17700,4300,4400
1314,6300,17700,4300,4400
1315,6300,17800,4400,4400
1316,6300,17700,4400,4400
1317,6300,17800,4400,4400
1318,7600,17700,4400,4400
1319,6300,17800,4400,4400
1320,6300,17700,4400,4400
1321,6300,18500,4400,4400
1322,6300,17700,4400,4400
1323,6300,17700,4400,4400
1324,6300,17800,4400,4300
1325,6300,17700,4400,4300
1326,6300,17700,5200,4300
1327,6300,17700,4400,4300
1328,6300,17700,4400,4300
1329,6300,17700,4400,4300
1330,6300,17700,4400,4300
1331,6300,17800,4400,4400
1332,6300,17700,4400,4400
1333,6300,17700,4400,4400
1334,6300,17600,4400,4300
1335,6300,17600,4400,4300
1336,6200,18400,4400,4400
1337,6300,17700,4400,4400
1338,6300,17700,4300,4400
1339,6300,17700,4300,4400
1340,6300,17700,4300,4900
1341,6300,17700,4300,4400
1342,6200,17700,4300,4400
1343,6300,17700,4300,4400
1344,6300,17700,4400,4400
1345,6300,17700,4400,4400
1346,6300,17600,4400,4300
1347,6300,17700,4400,4300
1348,6200,17600,4400,4300
1349,6300,17700,4400,4400
1350,6300,17700,4400,4400
1351,6300,18500,4400,4400
1352,6300,17700,4400,4300
1353,6300,17700,4400,4300
1354,6300,17700,4400,4300
1355,6300,17700,4400,4300
1356,6300,17700,4400,4300
1357,6300,17700,4400,4300
1358,6300,17700,4400,4300
1359,6300,17700,4400,4300
1360,6300,17700,4400,4400
1361,6300,17700,4400,4300
1362,6400,18200,4400,4300
1363,6300,17700,4400,4300
1364,6300,17700,4400,4300
1365,6300,18500,4400,4300
1366,6300,17700,4400,4400
1367,6300,17800,4400,4400
1368,6300,17700,4400,4400
1369,6300,17800,4400,4400
1370,6300,17700,4400,5100
1371,6400,17700,4400,4300
1372,6200,17700,4400,4300
1373,6300,17700,4400,4400
1374,6300,17700,4300,4400
1375,6300,17700,4300,4400
1376,6300,17700,4300,4400
1377,6300,17700,4300,4400
1378,7700,17600,4400,4400
1379,6300,17700,4400,4400
1380,6300,18500,4300,4400
1381,6300,17700,4300,4400
1382,6300,17700,4300,4400
1383,6300,17600,4300,4300
1384,6300,17700,4300,4300
1385,6300,17700,4300,4400
1386,6300,17700,5100,4400
1387,6300,17700,4300,4400
1388,6300,17700,4300,4400
1389,6400,17700,4300,4400
1390,6300,17700,4300,4400
1391,6300,17700,4300,4400
1392,6300,17700,4300,4400
1393,6300,17700,4300,4400
1394,6300,17700,4400,4400
1395,6300,18500,4400,4400
1396,6300,17700,4400,4400
1397,6300,17700,4400,4400
1398,6300,17700,4400,4400
1399,6300,17700,4400,4400
1400,6300,17700,4400,4400
1401,6500,17700,4400,4400
1402,6300,17700,4400,4300
1403,6300,17700,4400,4300
1404,6400,17600,4400,4400
1405,6300,17700,4900,4400
1406,6300,17700,4400,4400
1407,6300,17700,4400,4400
1408,6300,17800,4400,4400
1409,6300,17700,4300,4300
1410,6200,18500,5700,4300
1411,6300,17700,4500,4300
1412,6300,17800,4500,4300
1413,6400,17700,4500,4400
1414,6500,17700,4500,4300
1415,6300,17700,4500,4300
1416,6300,17700,4500,4300
1417,6300,18200,4500,4300
1418,6300,17600,5800,4300
1419,6300,17700,4400,4300
1420,6300,17700,4400,4300
1421,6300,17700,4400,4300
1422,6300,17700,4400,4400
1423,6300,17600,4400,4400
1424,6300,18500,4400,4400
1425,6300,17700,4400,4300
1426,6300,17700,4400,4300
1427,6300,17700,4400,4300
1428,6300,17700,5800,4400
1429,6300,17700,4500,5200
1430,6500,17700,4500,4400
1431,6200,17700,4500,4400
1432,6300,17700,4500,4400
1433,6300,17700,4500,4400
1434,6300,17700,4500,4400
1435,6300,17700,4500,4400
1436,6300,17600,4500,4400
1437,9300,17700,5800,4400
1438,6300,17700,4400,4400
1439,6300,18500,4400,4400
1440,6300,17700,4400,4400
1441,6300,17700,4400,4400
1442,6300,17700,4400,4400
1443,6400,17700,4400,4400
1444,6200,17600,4400,4400
1445,6300,17600,5200,4300
1446,6300,17600,4400,4300
1447,6300,17600,4400,4300
1448,6300,17600,4400,4400
1449,6300,17700,5800,4400
1450,6200,17700,4500,4300
1451,6300,17700,4500,4400
1452,6300,17700,4500,4400
1453,6400,17700,4500,4400
1454,6300,18500,4500,4300
1455,6400,17700,4500,4300
1456,6900,17700,4500,4400
1457,6300,17600,5800,4400
1458,6300,17700,4300,4400
1459,6300,17700,4300,4400
1460,6300,17700,4300,4400
1461,6300,17800,4300,4400
1462,6300,17700,4400,4400
1463,6400,17700,4400,4400
1464,6300,17700,4400,4400
1465,6300,17800,4400,4400
1466,6400,17700,4300,4400
1467,6300,17700,4300,4400
1468,6300,17700,4300,4400
1469,6300,18500,4400,4400
1470,6300,17700,4400,4400
1471,6300,17700,4400,4400
1472,6300,17700,4400,4400
1473,6200,18200,4300,4400
1474,6300,17700,4300,4400
1475,6300,19400,4300,4400
1476,6300,18100,4400,4400
1477,6300,19200,4400,4400
1478,6400,17700,4400,4400
1479,6300,17600,4400,4400
1480,6300,19200,4300,4400
1481,6600,18000,4300,4400
1482,6400,18000,4300,4400
1483,6300,20000,4400,4400
1484,6300,17700,4400,4400
1485,6300,19200,4400,4400
1486,6300,18100,4400,4300
1487,6300,19200,4400,4300
1488,6300,17700,4300,4300
1489,6300,17700,4300,5100
1490,6300,17700,4400,4300
1491,6500,17700,4400,4300
1492,6300,17700,4400,4300
1493,6300,17700,4400,4300
1494,6300,17700,4400,4300
1495,6200,17700,4300,4300
1496,13400,17700,4300,4300
1497,6300,17700,4400,4300
1498,6200,18500,4400,4300
1499,6300,17700,4400,4300
1500,6300,17700,4400,4400
1501,6300,17700,4400,4400
1502,6300,17700,4400,4400
1503,6300,17800,4400,4400
1504,6300,17700,4400,4300
1505,6300,17700,5200,4300
1506,6400,17600,4400,4400
1507,6300,17600,4400,4400
1508,6300,17700,4400,4400
1509,6400,17700,4400,4400
1510,6300,17700,4400,4400
1511,6300,17600,4400,4400
1512,6300,17600,4400,4400
1513,6300,18500,4400,4400
1514,6300,17700,4400,4400
1515,6300,17700,4400,4400
1516,6300,19300,4400,4400
1517,6600,18100,4400,4400
1518,6300,19300,4400,4400
1519,6300,17700,4300,4400
1520,6300,17700,4300,4400
1521,6300,17600,4300,4400
1522,6300,17700,4300,4400
1523,6300,17700,4300,4400
1524,6300,17800,4300,4400
1525,6300,17700,4300,4400
1526,6300,17700,4400,4400
1527,6200,17800,4400,4400
1528,6300,18500,4400,4400
1529,6300,19000,4400,4400
1530,6300,17800,4300,4400
1531,6300,17700,4400,4400
1532,6300,17700,4400,4400
1533,6300,17700,4400,4400
1534,6300,17800,4400,4400
1535,6300,17700,4400,4400
1536,6300,17800,4400,4400
1537,9700,17700,4400,4400
1538,10300,17700,4400,4400
1539,8700,17700,4400,4400
1540,6200,17700,4400,4400
1541,6300,17800,4400,4400
1542,6400,18500,4400,4400
1543,6400,17700,4400,4400
1544,6300,17700,4400,4300
1545,6300,17700,4400,4300
1546,6300,17700,4400,4300
1547,6300,17700,4400,4400
1548,6400,17700,4400,5200
1549,6300,17700,4400,4400
1550,6200,17700,4400,4400
1551,6300,17700,4400,4400
1552,6500,17700,4400,4400
1553,6300,17700,4400,4400
1554,8000,17600,4400,4400
1555,6300,17600,4400,4400
1556,6300,17600,4400,4300
1557,6300,18500,4400,4300
1558,6300,17700,4400,4400
1559,6200,17700,4400,4400
1560,6300,17600,4400,4300
1561,6300,17600,4400,4300
1562,6400,17600,4400,4400
1563,6300,17600,4400,4400
1564,6300,17700,5200,4400
1565,6300,17700,4400,4400
1566,6300,17700,4400,4400
1567,6300,17600,4400,4400
1568,6300,17600,4400,4800
1569,28500,17700,4400,4400
1570,6300,17700,4300,4400
1571,6300,17700,4300,4400
1572,6300,18400,4400,4400
1573,7500,17600,4400,4400
1574,6300,17600,4400,4400
1575,6300,17700,4400,4400
1576,6200,17700,4300,4400
1577,15500,17600,4300,4400
1578,6300,17600,4300,4400
1579,6300,17600,4300,4300
1580,6300,17700,4300,4300
1581,30300,17700,4300,4300
1582,6300,17600,4300,4400
1583,6300,17600,4300,4400
1584,6300,17600,4400,4400
1585,6300,18100,4300,4300
1586,6300,19000,4300,4300
1587,6300,19200,4300,4300
1588,6300,20500,4300,4300
1589,6300,19300,4400,4300
1590,6300,19400,4400,4300
1591,6300,19500,4400,4300
1592,6300,20400,4400,4300
1593,6300,18900,4400,4300
1594,6300,18800,4400,4300
1595,6200,20100,4400,4300
1596,6300,19700,4400,4300
1597,6300,18100,4400,4300
1598,6500,18100,4400,4300
1599,6300,18100,4400,4400
1600,6300,18100,4400,4400
1601,6300,21500,4400,4400
1602,6500,17800,4400,4400
1603,6300,17700,4400,4300
1604,11500,17700,4400,4300
1605,6400,17800,4400,4400
1606,6900,17700,4400,4400
1607,6300,17700,4400,4400
1608,6300,17700,4400,5100
1609,6200,17700,4400,4300
1610,6300,17700,4400,4300
1611,6300,17800,4400,4300
1612,6300,17700,4400,4300
1613,6300,17700,4400,4400
1614,6300,17700,4400,4400
1615,6300,17800,4400,4400
1616,6300,18500,4400,4400
1617,6300,17800,4400,4300
1618,6200,17600,4400,4400
1619,6300,17600,4400,4400
1620,6300,17600,4400,4400
1621,6300,17700,4400,4400
1622,6300,17700,4400,4400
1623,6300,17700,5200,4400
1624,6300,17700,4400,4400
1625,6400,17600,4400,4400
1626,6300,17600,4400,4400
1627,6300,17600,4400,4400
1628,6300,17700,4500,4400
1629,6300,17700,4800,4400
1630,6300,17600,4400,4400
1631,6300,18400,4400,4400
1632,6400,17700,4400,4400
1633,6300,17700,4400,4400
1634,6200,17700,4300,4400
1635,6300,17700,4400,4400
1636,6300,17700,4400,4400
1637,6300,17700,4400,4400
1638,6400,17700,4400,4400
1639,6300,18200,4300,4400
1640,6400,17700,4300,4400
1641,6300,17800,4300,4400
1642,6300,17700,4300,4400
1643,6400,17600,4300,4400
1644,6500,17700,4300,4400
1645,6300,17700,4300,4400
1646,6400,18500,4300,4400
1647,6300,17700,4300,4400
1648,6300,17700,4300,4400
1649,6200,17700,4300,4400
1650,6300,17700,4300,4400
1651,6300,17700,4300,4400
1652,6300,17700,4300,4400
1653,6300,17600,4400,4400
1654,6300,17700,4400,4400
1655,6300,17700,4400,4400
1656,6400,17700,4400,4400
1657,6300,17700,4300,4400
1658,6400,17700,4300,4400
1659,6300,17600,4400,4400
1660,6300,18500,4400,4400
1661,6300,17700,4400,4400
1662,6300,17700,4400,4400
1663,25800,17800,4400,4400
1664,6300,17700,4400,4400
1665,6200,17700,4400,4400
1666,6400,17800,4400,4400
1667,6300,17700,4400,5200
1668,6300,17700,4400,4400
1669,6200,17700,4400,4400
1670,6300,17700,4400,4400
1671,6300,17700,4400,4400
1672,6300,17700,4400,4400
1673,6300,17800,4400,4400
1674,6300,17700,4400,4400
1675,6200,18500,4400,4400
1676,6300,17700,4400,4400
1677,6300,17800,4400,4300
1678,6300,17700,4400,4300
1679,6300,17700,4400,4300
1680,6300,17700,4400,4300
1681,6200,17700,4400,4300
1682,6300,17700,4400,4300
1683,6300,17700,5200,4400
1684,6300,17700,4400,4400
1685,6400,17700,4400,4400
1686,6300,17700,4400,4400
1687,6300,17700,4400,4400
1688,6400,17700,4400,4400
1689,6300,17700,4400,4400
1690,6300,18400,4400,4400
1691,6300,17800,4400,4400
1692,6300,17700,4400,4400
1693,6400,17800,4400,4400
1694,6200,17700,4400,4400
1695,6400,18200,4400,4400
1696,6300,17800,4400,4400
1697,6300,17700,4400,4400
1698,6300,17800,4400,4400
1699,6300,17700,4400,4400
1700,6300,17700,4400,4400
1701,6300,17700,4400,4400
1702,6300,17700,4400,4400
1703,6400,17700,4400,4400
1704,6200,17700,4400,4400
1705,6300,18500,4400,4400
1706,6300,17800,4400,4400
1707,6300,17700,4400,4400
1708,6300,17700,4400,4400
1709,6300,17700,4400,4400
1710,6300,17700,4400,4400
1711,6300,17700,4400,4400
1712,6500,17800,4400,4400
1713,6300,17700,4400,4300
1714,6200,17800,4400,4300
1715,6300,17700,4400,4300
1716,6300,17700,4400,4300
1717,6300,17700,4400,4400
1718,6500,17700,4400,4400
1719,6300,18500,4400,4300
1720,6300,17700,4400,4300
1721,6300,17800,4400,4300
1722,12400,17700,4400,4300
1723,6200,17800,4400,4300
1724,6300,17700,4400,4300
1725,6500,17700,4400,4300
1726,6300,17700,4300,5100
1727,6400,17700,4300,4300
1728,6300,17700,4400,4300
1729,6500,17700,4400,4300
1730,6400,17700,4400,4300
1731,6300,17800,4400,4300
1732,6300,17700,4300,4400
1733,6300,17700,4300,4400
1734,6300,18500,4300,4400
1735,6300,17700,4300,4400
1736,6400,17700,4400,4400
1737,6400,17700,4400,4400
1738,6300,17800,4400,4400
1739,6300,17700,4300,4400
1740,6300,17700,4300,4400
1741,6500,17700,4300,4400
1742,6300,17700,5100,4400
1743,6300,17700,4400,4400
1744,6300,17700,4400,4400
1745,6500,17700,4400,4400
1746,6200,17700,4300,4400
1747,6300,17700,4300,4400
1748,6300,17700,4300,4400
1749,6400,18500,4300,4400
1750,6400,17800,4400,4400
1751,6300,17700,4400,4400
1752,6300,18200,4300,4400
1753,6400,17700,4300,4400
1754,6300,17800,4300,4400
1755,6300,17700,4300,4400
1756,6500,17800,4300,4400
1757,6300,17700,4300,4400
1758,6300,17800,4300,4400
1759,7100,17700,4300,4400
1760,6300,17800,4400,4400
1761,9100,17700,4400,4400
1762,19300,17700,4300,4400
1763,9600,18500,4300,4300
1764,7700,17700,4300,4300
1765,6500,17700,4300,4400
1766,9600,17800,4300,4400
1767,15500,17700,4400,4400
1768,9700,17800,4400,4400
1769,9900,17700,4400,4300
1770,7100,17800,4300,4300
1771,6200,17700,4300,4300
1772,6300,17800,4300,4300
1773,6400,17700,4400,4300
1774,6300,17700,4400,4300
1775,10500,17700,4300,4300
1776,6300,17700,4300,4400
1777,6300,17700,4300,4400
1778,6400,18500,4400,4400
1779,6300,17800,4400,4300
1780,6400,17700,4300,4300
1781,6300,17800,4300,4300
1782,6300,17700,4300,4400
1783,6300,17700,4300,4400
1784,6300,17800,4300,4400
1785,6400,17700,4300,4400
1786,6300,17800,4300,5100
1787,6300,17700,4300,4300
1788,6300,17700,4300,4300
1789,6300,17700,4300,4400
1790,6300,17700,4300,4900
1791,6300,17700,4300,4400
1792,6300,17700,4300,4400
1793,6300,18500,4300,4400
1794,6300,17700,4300,4400
1795,6300,17700,4400,4400
1796,6300,17700,4400,4400
1797,6300,17700,4300,4400
1798,6300,17800,4300,4400
1799,6500,17600,4300,5800
1800,6300,17700,4300,4500
1801,6300,17700,5200,4400
1802,6300,17700,4400,4500
1803,6300,17700,4400,4500
1804,6300,17600,4400,4500
1805,6300,17700,4400,4500
1806,6300,17700,4400,4500
1807,6300,17700,4400,5700
1808,6200,19000,4400,4400
1809,6400,17700,4400,4400
1810,6300,17800,4400,4400
1811,6300,17700,4400,4300
1812,6300,17800,4400,4300
1813,6300,17700,4400,4300
1814,6300,17700,4400,4300
1815,6300,17800,4400,4300
1816,6300,17700,4400,4300
1817,6300,17800,4400,4300
1818,6300,17600,4400,4300
1819,6300,17600,4400,4300
1820,6300,17600,4400,4300
1821,6300,17700,4400,4300
1822,6300,18500,4400,4300
1823,6300,17700,4400,4300
1824,6300,17800,4400,4400
1825,6400,17700,4400,4400
1826,6300,17800,4400,4400
1827,6300,17700,4400,4400
1828,6200,17800,4400,4300
1829,6300,17700,4400,4300
1830,6300,17800,4400,4400
1831,6300,17700,4400,4400
1832,6300,17600,4300,4400
1833,6300,17600,4300,4400
1834,6300,17700,4400,4400
1835,7600,17700,4400,4400
1836,6300,17600,4400,4400
1837,6300,18400,4300,4400
1838,6400,17800,4300,4400
1839,6400,17700,4300,4400
1840,6300,17800,4300,4400
1841,6400,17700,4300,4400
1842,6300,17800,4300,4400
1843,6400,17700,4300,4400
1844,6400,17800,4300,4400
1845,6300,17700,4400,5200
1846,6300,17800,4400,4400
1847,6300,17700,4300,4400
1848,6400,17700,4300,4400
1849,6300,17700,4300,4400
1850,6300,17700,4300,4400
1851,6200,17700,4400,4400
1852,6300,18500,4400,4400
1853,6300,17600,4400,4400
1854,6400,17600,4900,4400
1855,6300,17600,4400,4400
1856,6300,17700,4400,4400
1857,6300,17700,4400,4400
1858,6300,17600,4400,4400
1859,6400,17600,4400,4400
1860,6300,17600,4400,4400
1861,6400,17700,5200,4400
1862,6300,17700,4400,4400
1863,6300,18100,4400,4400
1864,6300,17600,4400,4400
1865,6300,17700,4400,4400
1866,6300,17700,4400,4400
1867,6200,18500,4400,4400
1868,6300,17800,4400,4300
1869,6300,17700,4400,4300
1870,6300,17800,4400,4400
1871,6300,17700,4400,4400
1872,6600,17700,4400,4400
1873,6300,17700,4400,4400
1874,6300,17800,4400,4400
1875,6300,17700,4300,4300
1876,6300,17700,4400,4300
1877,6300,17700,4400,4300
1878,6400,17700,4400,4400
1879,6300,17700,4400,4400
1880,6300,17700,4300,4400
1881,6300,18500,4300,4300
1882,6300,17700,4300,4300
1883,6300,17700,4300,4300
1884,6300,17700,4300,4300
1885,6200,17600,4300,4300
1886,6300,17700,4300,4400
1887,6500,17700,4300,4400
1888,6300,17700,4400,4300
1889,6400,17700,4300,4300
1890,6300,17700,4300,4300
1891,6300,17800,4300,4300
1892,6200,17700,4300,4300
1893,6400,17700,4400,4300
1894,29200,17700,4400,4400
1895,6300,17700,4400,4400
1896,6900,18500,4400,4400
1897,6300,17600,4400,4400
1898,6300,17600,4400,4400
1899,6300,17600,4400,4400
1900,6300,17700,4400,4400
1901,6300,17700,4400,4400
1902,6300,17700,4400,4400
1903,6500,17700,4400,4400
1904,6300,17600,4400,5200
1905,6300,17600,4400,4300
1906,6300,17600,4400,4400
1907,6400,17700,4400,4400
1908,6200,17700,4400,4400
1909,6300,17700,4400,4300
1910,6300,17700,4400,4300
1911,6300,18400,4400,4300
1912,6400,17700,4400,4300
1913,6400,17700,4400,4300
1914,6300,17700,4400,4300
1915,6300,17700,4400,4300
1916,6300,17700,4400,4300
