Iteration,IfCounter,ModuloCounter,BooleanMulCounter,BooleanWrapCounter
1917,6500,17700,4400,4300
1918,6400,17700,4400,4300
1919,6300,18200,4400,4300
1920,6300,17700,5200,4300
1921,6300,17700,4400,4300
1922,6200,17700,4400,4300
1923,6300,17700,4400,4300
1924,6300,17700,4400,4400
1925,6300,17700,4400,4400
1926,6300,18600,4400,4300
1927,6300,17700,4400,4300
1928,6200,17800,4400,4300
1929,6300,17700,4400,4400
1930,6600,17700,4400,4400
1931,6300,17700,4400,4400
1932,6200,17700,4400,4400
1933,6300,17700,4400,4400
1934,6400,17700,4400,4400
1935,6300,17800,4400,4400
1936,6600,17700,4400,4400
1937,6300,17700,4400,4400
1938,6300,17700,4400,4400
1939,6300,17700,4400,4400
1940,6300,18600,4400,4400
1941,6300,17700,4400,4400
1942,6500,17700,4400,4400
1943,6300,17700,4400,4400
1944,6300,17700,4400,4400
1945,6500,17700,4400,4400
1946,6400,17700,4400,4400
1947,6300,17700,4400,4400
1948,6300,17700,4400,4400
1949,6300,17700,4400,4400
1950,6300,17600,4400,4400
1951,6400,17600,4400,4400
1952,6200,17600,4400,4400
1953,10600,17700,4400,4400
1954,6300,17700,4400,4400
1955,6300,18400,4400,4400
1956,6300,17700,4400,4400
1957,6300,17700,4400,4400
1958,6500,17700,4400,4400
1959,6300,17700,4300,4300
1960,6300,17700,4300,4300
1961,6200,17700,4400,4300
1962,6300,17700,4400,4300
1963,6500,17800,4400,4300
1964,6300,17700,4400,5100
1965,6300,17700,4300,4400
1966,6400,17700,4300,4400
1967,6400,17700,4300,4300
1968,6300,17700,4300,4300
1969,6300,17700,4400,4300
1970,6300,18400,4400,4400
1971,6300,17700,4400,4400
1972,6300,17700,4300,4400
1973,6300,17700,4300,4300
1974,6300,17700,4300,4300
1975,6300,18100,4300,4300
1976,6300,17700,4300,4300
1977,6300,19500,4300,4300
1978,6300,18100,4300,4300
1979,6300,18100,4300,4300
1980,6400,19200,5100,4400
1981,6300,17700,4400,4400
1982,6300,17700,4400,4400
1983,6300,17600,4400,4300
1984,6300,17700,4400,4300
1985,6300,19100,4400,4400
1986,6300,17700,4400,4400
1987,6500,17700,4400,4400
1988,6300,17700,4400,4400
1989,6300,17700,4400,4400
1990,6300,17700,4400,4400
1991,6300,17700,4400,4400
1992,6300,17600,4400,4400
1993,6400,17600,4400,4400
1994,6300,17600,4400,4400
1995,6300,17700,4400,4400
1996,6300,17700,4400,4400
1997,6400,17600,4400,4400
1998,6300,17600,4400,4400
1999,6300,18400,4400,4400
2000,6300,17700,4300,4400
2001,6300,17700,4300,4400
2002,6300,17700,4300,4400
2003,6400,17800,4300,4400
2004,6300,17700,4300,4400
2005,6300,17700,4300,4400
2006,6400,17700,4300,4400
2007,6500,17700,4400,4400
2008,6300,17700,4400,4400
2009,6300,17700,4400,4400
2010,6500,17700,4400,4400
2011,6300,17700,4400,4400
2012,8600,17700,4400,4400
2013,6400,17700,4400,4400
2014,6300,18400,4400,4500
2015,6300,17700,4400,4800
2016,6300,17700,4400,4300
2017,6300,17700,4400,4300
2018,6300,17700,4400,4300
2019,6300,17700,4400,4300
2020,6300,17700,4400,4300
2021,6300,17700,4400,4300
2022,6300,17700,4400,4300
2023,6300,17700,4400,5900
2024,6300,17700,4400,4300
2025,6300,17700,4400,4400
2026,6300,17600,4400,4400
2027,6300,17600,4400,4400
2028,6300,17700,4400,4400
2029,6300,18500,4300,4400
2030,6300,17700,4300,4400
2031,6300,18200,4400,4400
2032,6300,17700,4400,4400
2033,6300,19400,4400,4400
2034,6400,18000,4400,4400
2035,6300,19100,4400,4400
2036,6400,17700,4400,4400
2037,6300,19100,4400,4400
2038,6300,18100,4400,4400
2039,6300,18100,5200,4400
2040,6200,19100,4400,4400
2041,6300,17600,4400,4400
2042,6300,17600,4400,4400
2043,6300,19400,4300,4400
2044,6300,18900,4300,4300
2045,6400,19100,4300,4300
2046,6300,17700,4300,4300
2047,6300,17700,4300,4300
2048,6300,17700,4300,4300
2049,6300,17700,4300,5700
2050,6300,17700,4400,4500
2051,6400,17700,4400,4400
2052,6300,17700,4300,4400
2053,6300,17700,4300,4400
2054,6900,17700,4300,4500
2055,6300,17700,4400,4500
2056,6400,17700,4400,4500
2057,6300,17700,4400,5700
2058,6400,18400,4400,4400
2059,6300,17700,4400,4300
2060,6400,17700,4400,4300
2061,6300,17700,4400,4300
2062,6300,17700,4400,4300
2063,6200,17700,4400,4400
2064,6300,17700,4400,5800
2065,6300,17600,4400,4500
2066,6400,17700,4400,4500
2067,6400,17700,4400,4500
2068,6500,17700,4400,4500
2069,6300,17700,4400,4500
2070,6300,17700,4400,4500
2071,23600,17700,4400,4500
2072,6300,17700,4400,4500
2073,6400,18500,4400,4400
2074,6300,17700,4400,4400
2075,6300,17700,4400,4400
2076,6400,17700,4400,4400
2077,6300,17700,4400,4400
2078,6300,17700,4400,4400
2079,6300,17600,4900,4400
2080,6300,17600,4300,4400
2081,6300,17600,4300,4400
2082,6300,17700,4400,6600
2083,6300,17700,4400,4300
2084,6300,17700,4300,4300
2085,6500,17700,4300,4400
2086,6400,17700,4300,4300
2087,6300,18200,4300,4300
2088,6400,18500,4300,4300
2089,6300,19500,4300,4300
2090,6300,19300,4300,4400
2091,6300,17800,4400,4400
2092,6300,17800,4400,4400
2093,6400,17700,4400,4400
2094,6300,17800,4400,4400
2095,6300,17700,4400,4400
2096,6300,17700,4400,4400
2097,6300,17700,4400,4400
2098,6300,17700,5800,4400
2099,6300,17700,4300,4400
2100,6300,17700,4300,4400
2101,6300,17700,4300,4400
2102,6400,17700,4300,4400
2103,6300,18500,4300,4400
2104,6300,17700,4300,4400
2105,6300,17700,4400,4400
2106,6300,17700,4400,4400
2107,6300,17700,4400,4400
2108,6300,17700,4400,4400
2109,6300,17700,4400,4400
2110,6300,17700,4400,4400
2111,6300,17700,4400,4400
2112,6300,17600,4400,4400
2113,6300,17700,4400,4400
2114,6300,17700,4400,4400
2115,6300,17700,4400,4400
2116,6300,17600,4400,4400
2117,6300,18400,4400,4400
2118,6300,17700,4400,4400
2119,6300,17700,4400,4400
2120,6300,17700,4400,4400
2121,6600,17700,4400,4400
2122,6300,17700,4400,4400
2123,6300,17700,4400,4400
2124,6400,17700,4400,4400
2125,6200,17700,4400,4400
2126,6300,17700,4400,4400
2127,6400,17700,4400,4400
2128,6300,17700,4300,4400
2129,6300,17600,4300,4400
2130,7500,17600,4300,4400
2131,6400,17700,4300,4400
2132,6300,18500,4400,4400
2133,6400,17700,4300,4400
2134,6300,17700,4300,4400
2135,6300,17700,4300,4400
2136,6300,17700,4300,4400
2137,6300,17700,4300,4400
2138,6300,17800,4300,4400
2139,6200,17700,4300,4400
2140,6300,17700,4300,4400
2141,6300,17800,4400,4400
2142,6400,18200,4400,5600
2143,6300,17700,4400,4400
2144,6300,17600,4400,4400
2145,6500,17600,4400,4400
2146,6300,17600,4400,4400
2147,6300,18400,4400,4400
2148,6400,17600,4400,4400
2149,6700,17600,4400,4300
2150,6300,17700,4400,4400
2151,6300,17700,4400,4400
2152,6300,17700,4400,4400
2153,6300,17700,4400,4400
2154,6400,17700,4400,4400
2155,6300,17700,4400,4300
2156,6300,17700,4400,4300
2157,6300,17700,4400,4300
2158,6300,17700,5200,4300
2159,6300,17700,4300,4400
2160,6400,17600,4300,4400
2161,6300,17700,4300,4400
2162,6300,20100,4400,4400
2163,6300,17700,4400,4400
2164,6300,17800,4400,4400
2165,6300,17700,4400,4400
2166,6700,17800,4400,4400
2167,6300,19100,4400,4400
2168,6300,23300,4400,4400
2169,6300,19400,4400,4400
2170,6300,17700,4400,4300
2171,6600,19300,4400,4300
2172,6300,18200,4400,4300
2173,6300,18100,4400,4300
2174,6300,18100,4400,4300
2175,6300,19400,4400,4400
2176,6300,25200,4400,4400
2177,6200,17800,4400,4400
2178,6300,17700,4400,4400
2179,6400,17700,4400,4400
2180,6300,17700,4400,4400
2181,6300,17800,4400,4400
2182,6300,17700,4400,4400
2183,6400,17700,4400,4400
2184,6200,17700,4400,4400
2185,6600,17800,4300,4300
2186,6300,17700,4300,4300
2187,6300,17800,4400,4400
2188,6400,17700,4400,4300
2189,44800,17800,4400,4300
2190,6300,17700,4300,4400
2191,6300,18500,4300,4400
2192,6300,17700,4300,4400
2193,6300,17600,4300,4400
2194,6300,17700,4300,4400
2195,6500,17700,4300,4400
2196,6400,17700,4300,4400
2197,6300,18100,4300,4400
2198,6400,17700,4400,4400
2199,6300,17700,4400,4400
2200,6500,17700,4400,4400
2201,6300,17700,4400,5200
2202,6300,17700,4300,4300
2203,6300,17700,4400,4400
2204,6300,17600,4400,4400
2205,6300,18500,4400,4400
2206,6300,17700,4400,4400
2207,6400,17700,4400,4400
2208,6300,17800,4400,4400
2209,6400,17700,4400,4400
2210,6300,17700,4400,4400
2211,6400,17700,4400,4400
2212,6200,17700,4400,4300
2213,6500,17700,4400,4300
2214,6300,17700,4400,4300
2215,6400,17800,4400,4300
2216,6800,17700,4400,4300
2217,6300,17700,5200,4400
2218,6300,17800,4400,4400
2219,6300,17700,4400,4400
2220,6300,18500,4400,4400
2221,6400,17700,4400,4400
2222,6300,17700,4400,4400
2223,6300,17600,4400,4400
2224,6300,17700,4400,4400
2225,6300,17700,4400,4400
2226,6300,17700,4400,4400
2227,6500,17700,4400,4400
2228,6300,17700,4400,4300
2229,6400,17700,4400,4400
2230,6400,17700,4400,4400
2231,6300,17700,4400,4300
2232,6300,17600,4400,4400
2233,6300,17700,4400,4400
2234,6400,17700,4300,4400
2235,6400,18500,4300,4400
2236,6200,17700,4300,4400
2237,6300,17700,4400,4400
2238,6400,17800,4400,4400
2239,6300,17700,4400,4800
2240,6300,17700,4300,4400
2241,6300,17700,4300,4400
2242,6300,17700,4300,4400
2243,6300,17700,4300,4400
2244,6300,17700,4300,4400
2245,6400,17700,4300,4400
2246,6200,17700,4300,4400
2247,11900,17700,4300,4300
2248,6300,17600,4300,4300
2249,6300,17700,4300,4300
2250,6400,18500,4300,4300
2251,6300,17700,4300,4300
2252,6400,17700,4300,4400
2253,6400,18200,4300,4400
2254,6300,17700,4300,4400
2255,6200,17700,4300,4400
2256,6500,17700,4300,4400
2257,6300,17700,4300,4400
2258,6300,17600,4300,4400
2259,6400,17600,4300,4400
2260,6300,17600,4300,5200
2261,6300,17700,4300,4400
2262,6400,17700,4400,4300
2263,6300,17700,4400,4300
2264,6300,18500,4300,4300
2265,6300,17700,4300,4300
2266,6400,17700,4300,4300
2267,6300,17700,4300,4400
2268,6300,17700,4400,4400
2269,6400,17700,4400,4400
2270,6300,17700,4400,4400
2271,6300,17700,4400,4400
2272,6300,17700,4300,4400
2273,6700,17700,4300,4400
2274,6300,17700,4300,4400
2275,6400,17700,4400,4400
2276,6300,17700,5100,4400
2277,6300,17700,4300,4400
2278,6400,17700,4300,4400
2279,6300,18500,4300,4400
2280,6300,17700,4300,4400
2281,6300,17600,4300,4300
2282,6400,17700,4300,4400
2283,6400,17700,4400,4400
2284,6300,17700,4400,4400
2285,6300,17700,4300,4400
2286,6300,17700,4300,4400
2287,6300,17700,4400,4400
2288,6400,17700,4400,4400
2289,6300,17700,4400,4400
2290,6300,17700,4400,4400
2291,6300,17700,4400,4400
2292,6300,17700,4400,4400
2293,6300,17600,4400,4400
2294,6300,18400,4400,4400
2295,6500,17700,4400,4400
2296,6300,17700,4400,4300
2297,6400,17600,4300,4300
2298,6300,17700,4300,4300
2299,6300,17700,4300,4300
2300,6300,17700,4400,4300
2301,6300,17700,4400,4400
2302,6300,17700,4400,4400
2303,6300,17700,4400,4400
2304,6300,17700,4300,4400
2305,8700,17700,4400,4400
2306,7600,17700,4800,4400
2307,6300,17700,4300,4400
2308,6300,17700,4300,4400
2309,6400,18900,4300,4400
2310,6300,17600,4300,4400
2311,6300,17600,4400,4300
2312,6300,17700,4400,4300
2313,6300,17700,4300,4300
2314,6400,17700,4300,4300
2315,6300,17700,4300,4300
2316,6400,17600,4300,4400
2317,6500,17600,4400,4400
2318,6300,17600,4400,4400
2319,6300,17700,4400,4400
2320,6300,17700,4400,5200
2321,6600,17700,4400,4400
2322,6300,17700,4400,4400
2323,6300,18400,4400,4400
2324,6300,17700,4400,4400
2325,6300,17700,4400,4400
2326,6300,17700,4400,4300
2327,6300,17700,4400,4300
2328,6300,17700,4400,4300
2329,6300,17700,4400,4300
2330,6300,17600,4400,4400
2331,6300,17700,4400,4400
2332,6300,17700,4400,4400
2333,6500,17700,4400,4400
2334,6300,17700,4400,4400
2335,6300,17700,4400,4400
2336,6300,17600,5200,4400
2337,6400,17600,4400,4400
2338,6300,18500,4400,4400
2339,6300,17700,4400,4300
2340,6400,17700,4400,4400
2341,6300,17700,4400,4400
2342,6300,17700,4400,4400
2343,6300,17700,4400,4400
2344,6300,17700,4400,4400
2345,6300,17700,4400,4400
2346,6300,17700,4400,4400
2347,6300,17700,4400,4400
2348,6300,17600,4400,4400
2349,6400,17600,4400,4400
2350,6300,17700,4400,4400
2351,6300,17700,4400,4400
2352,6500,17700,4400,4400
2353,6300,18500,4400,4400
2354,6300,17700,4400,4400
2355,6300,17700,4400,4400
2356,6400,17800,4400,4400
2357,6300,17700,4400,4400
2358,6900,17700,4400,4400
2359,6400,17600,4400,4400
2360,6300,17600,4400,4400
2361,6300,17700,4300,4400
2362,6300,17700,4300,4300
2363,6300,17600,4300,4300
2364,6300,17600,4300,4300
2365,11200,18200,4300,4400
2366,6200,17700,4300,4400
2367,6300,17700,4300,4400
2368,6300,18500,4300,4400
2369,6300,17600,4300,4400
2370,6300,17600,4300,4400
2371,6300,17600,4300,4400
2372,6400,17700,4300,4400
2373,6300,17700,4300,4400
2374,6300,17700,4400,4400
2375,6300,17700,4400,4300
2376,6300,17600,4400,4300
2377,6300,17600,4400,4300
2378,6600,17600,4300,4400
2379,6300,17700,4300,5200
2380,6400,17700,4400,4400
2381,6200,17700,4400,4400
2382,6300,18400,4400,4400
2383,6400,17600,4400,4400
2384,6300,17700,4400,4400
2385,6300,17700,4400,4400
2386,6500,17600,4400,4400
2387,6300,17600,4400,4400
2388,6300,17600,4400,4300
2389,6300,17700,4400,4400
2390,6300,17700,4400,4400
2391,6300,17600,4400,4400
2392,6300,17600,4400,4400
2393,6300,17700,4400,4400
2394,6300,17700,4400,4400
2395,6200,17700,6600,4400
2396,6300,17700,4400,4400
2397,6300,18400,4400,4400
2398,6300,17800,4400,4400
2399,6300,17700,4400,4400
2400,6300,17800,4400,4400
2401,6200,17700,4400,4400
2402,6300,17800,4400,4300
2403,6300,17700,4400,4400
2404,6300,17800,4400,4400
2405,6300,17700,4400,4400
2406,6300,17700,4400,4400
2407,6300,17700,4400,4400
2408,6300,17800,4400,4400
2409,6400,17700,4400,4300
2410,6300,17800,4400,4300
2411,6300,17700,4300,4300
2412,6300,18600,4300,4300
2413,6300,17700,4300,4300
2414,6300,17800,4400,4400
2415,6300,17700,4400,4400
2416,6300,17800,4300,4400
2417,6300,17700,4300,4400
2418,6300,17700,5800,4400
2419,6300,17700,4500,4400
2420,6300,17700,4500,4400
2421,6300,18200,4500,4400
2422,6300,17700,4500,4400
2423,6500,17600,4500,4400
2424,10400,17700,4500,4300
2425,6300,17700,4500,4300
2426,6300,17700,4500,4300
2427,6400,18500,4500,4300
2428,6300,17700,4500,4300
2429,6300,17800,4500,4400
2430,6300,17700,4500,4400
2431,6400,17700,4500,4400
2432,6300,17700,4500,4400
2433,6300,17700,4500,4400
2434,6200,17700,4500,4400
2435,6400,17700,4500,4400
2436,6300,17800,4500,4400
2437,6300,17700,4500,4400
2438,6300,17800,4500,5200
2439,6300,17700,4500,4400
2440,6300,17800,4500,4400
2441,6300,18500,4500,4400
2442,6400,17800,4500,4400
2443,6300,17700,4500,4400
2444,6300,17700,4500,4400
2445,6300,17700,4500,4400
2446,6300,17700,5800,4400
2447,6300,17700,4400,4400
2448,6300,17700,4400,4400
2449,6300,17700,4400,4400
2450,6300,17700,4400,4400
2451,6300,17700,4400,4400
2452,6300,17800,4400,4400
2453,6500,17700,4400,4300
2454,6300,17800,12100,4300
2455,6300,17700,4400,4300
2456,6300,18500,4400,4300
2457,6300,17700,4400,4400
2458,6300,17700,4400,4400
2459,6300,17700,4400,4400
2460,6300,17700,4400,4400
2461,6400,17700,4400,4400
2462,6300,17700,4400,4400
2463,6200,17700,4400,5100
2464,6300,17800,4400,4400
2465,6300,17700,4400,4400
2466,6300,17800,4400,4400
2467,6300,17700,4400,4400
2468,6400,17800,4400,4400
2469,6200,17700,4400,4400
2470,6300,17700,4400,5700
2471,6300,18400,4300,4500
2472,6300,17700,4300,4500
2473,6300,17800,4300,4500
2474,6300,17700,4300,4500
2475,6300,17800,4300,5900
2476,6400,17700,4300,4800
2477,6300,18900,4300,4800
2478,6300,17700,4400,4800
2479,6300,19400,4400,4800
2480,6300,20400,4300,4800
2481,6300,19400,4300,4800
2482,6300,19400,4300,4800
2483,7600,19400,4400,4700
2484,6300,20500,4400,4800
2485,6300,20900,4400,4800
2486,6300,27400,4400,4800
2487,6300,19500,4400,6100
2488,6300,20400,4400,4700
2489,6300,18900,4400,4700
2490,6300,21700,4400,4700
2491,6400,19700,4400,4800
2492,6400,19500,4400,4700
2493,6300,20700,4400,4800
2494,6300,19100,4400,4700
2495,6300,20200,4400,4700
2496,6300,20200,4400,4700
2497,6300,19000,4400,4800
2498,6300,20100,4400,21400
2499,6300,18500,4400,4800
2500,6300,22100,4400,4700
2501,6300,18900,4400,4700
2502,6300,19000,4400,4600
2503,6300,18900,4400,4600
2504,6300,19000,4400,6000
2505,6300,19000,4400,4600
2506,6300,20100,4400,4600
2507,6300,19900,4400,4600
2508,6400,19300,4400,4700
2509,6300,19000,4400,4600
2510,6500,20100,4400,5900
2511,6300,18500,4400,4500
2512,6300,18500,4400,4500
2513,6800,19400,4300,4500
2514,6300,18100,5200,4500
2515,6300,19000,4400,4400
2516,6300,18200,4400,4500
2517,6200,18100,4400,4500
2518,6300,18100,4400,4500
2519,6300,18000,4400,4500
2520,6500,18000,4400,4500
2521,6300,18100,4300,4500
2522,6300,18200,4300,4400
2523,6400,18100,4300,4400
2524,6700,19400,4300,4500
2525,6300,19200,4400,4500
2526,6300,18100,4400,4500
2527,6300,18100,4900,5800
2528,6400,18100,4400,4400
2529,6300,24600,4400,4400
2530,6300,18100,4400,4400
2531,6300,18100,4400,4400
2532,6200,18100,4400,4400
2533,6400,18100,4400,4400
2534,6300,19100,4400,4400
2535,6400,19300,4400,4400
2536,6200,18100,4300,4300
2537,6300,18100,4300,4300
2538,6300,18100,4300,4300
2539,6300,18100,4300,4300
2540,6300,19700,4400,4300
2541,6300,18500,4400,4400
2542,7500,18500,4400,4400
2543,6300,19900,4400,4400
2544,6400,52400,4400,4400
2545,6400,18900,4400,4400
2546,6500,19000,4400,4400
2547,6300,19900,4400,4400
2548,6300,18200,4400,4400
2549,6300,18100,4400,4400
2550,6200,18200,4400,4400
2551,6300,18200,4400,4300
2552,6300,19300,4400,4400
2553,6300,17700,4400,4400
2554,6300,17700,4300,4300
2555,6300,17700,4400,4400
2556,6300,17700,4400,4400
2557,6300,17700,4400,5100
2558,6300,17800,4400,4300
2559,6500,18500,4400,4300
2560,6300,17700,4400,4400
2561,6400,17700,4400,4400
2562,6300,17700,4400,4400
2563,6300,17800,4400,4400
2564,6200,17700,4400,4400
2565,6300,17700,4400,4400
2566,6300,17700,4400,4400
2567,6300,17700,4400,4400
2568,6300,17600,4400,4400
2569,6300,17700,4300,4300
2570,6400,17700,4300,4400
2571,6400,17700,4300,4400
2572,6300,17700,4300,4400
2573,6300,17600,5500,4400
2574,6300,18400,4400,4400
2575,6300,17700,4400,4400
2576,6300,17700,4400,4400
2577,6300,17700,4400,4400
2578,6300,17700,4400,4400
2579,6300,17800,4400,4400
2580,6300,17700,4400,4400
2581,6300,18200,4400,4400
2582,6300,17700,4300,4400
2583,6300,19400,4300,4300
2584,6400,18200,4400,4400
2585,6300,19400,4400,4400
2586,6400,17700,4300,4400
2587,6300,17700,4400,4400
2588,6300,22400,4400,4400
2589,6300,18100,4400,4400
2590,6300,19200,4400,4400
2591,6300,17700,4400,4400
2592,6300,19200,4400,4400
2593,6300,18200,4400,4400
2594,6300,18100,4400,4400
2595,6300,19200,4400,4400
2596,6400,17800,4400,4400
2597,6300,17700,4400,4300
2598,6200,17700,4300,4400
2599,6300,17700,4300,4400
2600,6400,17700,4300,4400
2601,7600,17700,4300,4400
2602,6300,17700,4300,4400
2603,6300,18500,4400,4400
2604,6300,17700,4400,4400
2605,6300,17700,4400,4400
2606,6300,17700,4400,4400
2607,6200,17700,4400,4400
2608,6300,17700,4400,4400
2609,6400,17600,4400,4400
2610,6300,17700,4400,4400
2611,6300,17700,4400,4400
2612,6300,17600,4400,4300
2613,6300,17600,4400,4400
2614,6300,17700,4400,4400
2615,6300,17700,4400,4400
2616,6300,17600,4400,5100
2617,6500,17600,4400,4400
2618,6300,18400,4300,4400
2619,6400,17800,4400,4400
2620,6300,17700,4400,4400
2621,6300,17800,4400,4400
2622,6300,17700,4400,4400
2623,6300,17700,4400,4400
2624,6300,17700,4400,4400
2625,6400,17700,4400,4400
2626,6300,17600,4400,4300
2627,6300,17600,4400,4400
2628,6200,17700,4400,4400
2629,6300,17700,4400,4400
2630,6300,17700,4400,4400
2631,6300,17700,4400,4400
2632,6300,17600,5200,4400
2633,6300,18500,4400,4400
2634,6300,17600,4300,4400
2635,6300,17700,4300,4400
2636,6300,18200,4300,4400
2637,6200,17600,4300,4400
2638,6300,17700,4400,4400
2639,6300,17600,4400,4300
2640,6300,17600,4400,4400
2641,6300,17600,4400,4400
2642,6300,17600,4400,4400
2643,6200,17600,4400,4400
2644,6300,17700,4400,4400
2645,6400,17700,4400,4400
2646,6200,17600,4400,4400
2647,6300,18400,4400,4400
2648,6300,17600,4300,4400
2649,6300,17700,4300,4400
2650,6300,17700,4300,4400
2651,6300,17700,4300,4400
2652,6300,17700,4400,4400
2653,6400,17700,4400,4300
2654,6300,17800,4400,4400
2655,6300,17700,4400,4400
2656,6300,17700,4400,4400
2657,6300,17700,4400,4400
2658,6700,17700,4400,4400
2659,6300,17700,4400,4400
2660,8100,17700,4400,4400
2661,6300,17800,4400,4400
2662,6300,18500,4400,4400
2663,6300,17700,4400,4400
2664,6900,17700,4400,4400
2665,6300,17700,4400,4400
2666,6200,17700,4300,4400
2667,6300,17700,4400,4300
2668,6500,17800,4400,4400
2669,6300,17700,4400,4400
2670,6300,17700,4400,4400
2671,6300,17700,4400,4400
2672,6300,17700,4400,4400
2673,6300,17700,4400,4400
2674,6300,17700,4400,4400
2675,6300,17700,4400,5200
2676,6200,17700,4400,4400
2677,6400,18500,4400,4400
2678,6300,17700,4400,4400
2679,6300,17800,4400,4900
2680,6400,17700,4400,4300
2681,6400,17600,4400,4400
2682,6300,17600,4300,4400
2683,6300,17600,4300,4400
2684,6300,17700,4300,4400
2685,6300,17700,4300,4300
2686,6300,17700,4300,4300
2687,6300,17700,4400,4400
2688,6300,17600,4400,4400
2689,6400,17700,4400,4400
2690,6400,17700,4400,4400
2691,6300,17700,4400,4400
2692,6300,19000,5200,4400
2693,6300,17800,4400,4400
2694,6300,17700,4400,4400
2695,6500,17700,4400,4400
2696,6200,17700,4400,4300
2697,6300,17700,4400,4400
2698,6300,17700,4400,4400
2699,6300,17800,4400,4400
2700,6300,17700,4400,4400
2701,6300,17800,4400,4400
2702,6300,17700,4300,4400
2703,6300,17700,4400,4400
2704,6500,17700,4400,4400
2705,6300,17700,4400,4400
2706,6300,18500,4400,4400
2707,6300,17700,4400,4400
2708,6300,17800,4400,4400
2709,6300,17700,4400,4300
2710,6300,17800,4400,4400
2711,6300,17700,4400,4400
2712,6300,17800,4400,4400
2713,6300,17700,4400,4400
2714,6300,17800,4400,4400
2715,6300,17700,4400,4400
2716,6300,17800,4400,4400
2717,6300,17700,4300,4400
2718,6300,17700,4300,4400
2719,7500,17700,4300,4300
2720,6300,17700,4300,4300
2721,6300,18500,4300,4300
2722,6300,17700,4300,4300
2723,6300,17600,4400,4300
2724,6300,17700,4400,4400
2725,6300,17700,4400,4400
2726,6300,17700,4400,4400
2727,6300,17600,4400,4400
2728,6300,17700,4400,4400
2729,6300,17700,4400,4400
2730,6300,17700,4400,4400
2731,6300,17700,4400,4400
2732,6600,17700,4400,4400
2733,6400,17700,4400,4400
2734,6300,17700,4400,4300
2735,6200,17700,4400,5100
2736,6300,19400,4400,4400
2737,6400,17600,4300,4400
2738,6400,17700,4400,4300
2739,6300,17700,4400,4400
2740,6300,17700,4400,4400
2741,6300,17600,4400,4400
2742,6400,17700,4400,4400
2743,6400,17700,4400,4400
2744,6300,17700,4400,4400
2745,6200,17700,4400,4400
2746,6300,17600,4400,4400
2747,6300,17700,4400,4400
2748,6300,18200,4400,4400
2749,6300,17700,4400,4400
2750,6300,17700,4400,4400
2751,6300,18600,5800,4400
2752,6300,17700,4400,4300
2753,6300,17700,4400,4400
2754,6300,17700,4400,4400
2755,6300,17700,4400,4400
2756,6300,17800,4400,4400
2757,6500,17700,4400,4400
2758,6400,17700,4400,4400
2759,6200,17800,4400,4400
2760,6400,17700,4400,4400
2761,6300,17700,4300,4400
2762,6300,17700,4300,4400
2763,6300,17700,4300,4400
2764,6400,17700,4300,4400
2765,6300,18500,4400,4400
2766,6300,17700,4400,4400
2767,6300,17700,4400,4300
2768,6400,17700,4400,4300
2769,6300,17700,4400,4400
2770,6300,17700,4400,4300
2771,6300,17700,4400,4300
2772,6300,17700,4400,4400
2773,6300,17700,4400,4400
2774,6300,17600,4400,4400
2775,6300,17700,4400,4400
2776,6400,17700,4300,4400
2777,6300,17700,4400,4400
2778,12600,17600,4300,4400
2779,6300,17700,4300,4400
2780,6300,18400,4400,4400
2781,6300,17600,4400,4400
2782,6300,17700,4400,4300
2783,6300,17700,4400,4300
2784,6400,17700,4400,4300
2785,6300,17700,4400,4300
2786,6300,17700,4400,4300
2787,6300,17700,4400,4400
2788,6300,17700,4400,4400
2789,6300,17700,4400,4400
2790,6300,17600,4400,4400
2791,6300,17600,4400,4400
2792,6400,17600,4400,4400
2793,6300,17600,4400,4400
2794,6300,17700,4300,5200
2795,6300,18500,4400,4400
2796,6300,17700,4400,4400
2797,6500,17700,4400,4400
2798,6200,17700,4400,4400
2799,6300,17700,4400,4400
2800,6300,17700,4400,4400
2801,6400,17700,4400,4300
2802,6300,17700,4400,4400
2803,6400,17800,4400,4400
2804,6300,18200,4400,4400
2805,6300,17700,4400,4400
2806,6300,17700,4400,4400
2807,6300,17700,4400,4400
2808,6300,17700,4300,4400
2809,6300,17700,4300,4400
2810,6300,18500,5200,4400
2811,6300,17700,4400,4400
2812,6400,17700,4400,4400
2813,6300,17600,4400,4400
2814,6400,17700,4400,4400
2815,6300,17700,4400,4300
2816,6300,17700,4400,4400
2817,6300,17700,4400,4400
2818,6300,17600,4400,4400
2819,6300,17700,4400,4400
2820,6300,17700,4400,4400
2821,7800,17700,4400,4400
2822,6300,17700,4400,4400
2823,6300,17600,4400,4400
2824,6300,18500,4400,4400
2825,6200,17700,4400,4300
2826,6300,17700,4400,4300
2827,6500,17700,4400,4300
2828,6300,17700,4400,4300
2829,6300,17600,4400,4400
2830,6300,17700,4400,4400
2831,6300,17700,4400,4400
2832,6300,17700,4400,4400
2833,6500,17700,4400,4400
2834,6400,17600,4400,4400
2835,6300,17700,4400,4400
2836,6400,17700,4400,4400
2837,17700,17700,4400,4400
2838,6400,17800,4400,4400
2839,6400,18400,4400,4300
2840,6800,17700,4400,4300
2841,6200,17700,4400,4300
2842,6300,17800,4400,4300
2843,6300,17700,4400,4400
2844,6400,17700,4400,4400
2845,6300,17800,4400,4400
2846,6300,17600,4400,4400
